qpid	cluster_GSZ	cluster_RM1sum	cluster_size	cluster_desccount	RM2	val_avg	jac_avg	desc	genename
HyS0001.87	1544.3461148987042	53.23806566067003	90	3378	1.246493344543992	0.07312038579550115	5.4705644741038165e-05	mutS protein homolog 4	MSH4
HyS0001.89	255.78418661097717	3.5311518739537506	7	9460	0.7043462952190267	0.02270239015347424	1.7689664722382694e-05	Tetraspanin	
HyS0001.93	7.644685324807708e-11	0.5865006222018068	1	783	0.5947655258285084	0.008991553072157607	1.3501171606462392e-07	Dynein heavy chain	
HyS0001.98	163.27419264441343	6.723182410275241	15	49791	0.6598436646812262	0.008553289566822168	3.720765225882362e-05	nose resistant to fluoxetine protein 6	
HyS0001.99	2775.271291996039	24.14929373733105	45	522	1.7148210450442853	0.027751506223705816	0.0002114973652716319	Adiponectin receptor	
HyS0001.100	1.246923580831806e-14	0.5136465697884149	1	5	0.591099141884179	0.0020738117001828154	1.0841541053451166e-06	Phytochelatin synthase, bacterial type	
HyS0001.101	1426.0938745474089	9.288006695643045	20	875	1.1684547536179095	0.015121504003064595	0.00014033386608390197	Myotubularin	
HyS0001.102	1380.7396416199038	49.9409929903425	97	4551	1.225423980554122	0.15684514345232012	9.89382154094427e-06	DNA-directed RNA polymerase	POLRMT
HyS0001.103	1862.276038475369	19.492271366414396	36	922	1.3601035073097658	0.04747275875846383	0.0016264888816228545	macrophage erythroblast attacher	
HyS0001.105	1824.686601727171	3.220592868643305	12	316	1.3243813195771956	0.008503015854405232	4.024174626314525e-06	Ubiquitin domain	
HyS0001.106	320.84668674888417	6.743586862689271	16	13904	0.7238073692061961	0.010318278793394538	3.373071650183706e-07	Sodium/potassium-transporting ATPase subunit alpha	
HyS0001.107	1186.5353334203405	0.8210722217592785	2	127	1.065884865969044	0.002397529693476441	2.093168270663247e-06	Cat eye syndrome critical region protein 2	CECR2
HyS0001.110	184.39887528652116	26.91066088295953	58	151173	0.6714207640813541	0.014454406062224185	1.893768834586083e-05	Sperm-specific sodium proton exchanger	
HyS0001.111	4082.1156265343334	44.5154881965569	68	365	2.247187272309524	0.04590055018135828	0.0006865049835514424	Vesicle transport protein GOT1B	GOLT1B
HyS0001.112	1196.2707591717756	32.405561896247896	57	3562	1.0908800244150911	0.04221069180356105	2.7045246732015842e-06	Mitochondrial-processing peptidase subunit alpha	
HyS0001.114	4425.064072847606	41.08633215190741	81	370	2.3817334427212926	0.040956877404771386	3.3427886060501416e-05	Gtpase activating rap/ran gap domain like protein 3	GARNL3
HyS0001.115	2772.9681053901377	9.838830219365246	14	163	1.709361518532736	0.019193390787929206	8.896295391911834e-05	Large subunit ribosomal protein L27Ae	RPL27A
HyS0001.116	413.96762932711806	1.3503720625960471	4	2072	0.7565131718228371	0.0017473947512622403	4.369104683130941e-08	GDNF inducible zinc finger protein 1	
HyS0001.117	498.0170337994426	62.28763414671612	96	34645	0.8690555899882457	0.15065723896202102	2.199092987648937e-05	AMP-dependent synthetase and ligase	PRPE
HyS0001.118	3777.555950769369	40.992284301367214	75	470	2.1336201488979163	0.06150226272912932	7.846718650750979e-05	tRNA wybutosine-synthesizing protein 3	TYW3
HyS0001.120	3211.003488568423	32.33730772840692	66	571	1.920848138769255	0.08761553505601125	0.0005254881099899687	Vacuolar protein sorting-associated protein 72	VPS72
HyS0001.121	710.0193861911517	39.79427240531697	81	14337	0.9452555951437873	0.1344241233871812	0.00015276360602352906	Tyrosine-protein kinase Abl	
HyS0001.123	2389.657724467099	62.778290597951745	100	1567	1.6286886008458463	0.15624454205672716	0.0007951884470675635	Ubiquitin-related modifier 1 homolog	URM1
HyS0001.124	1500.9809379189571	24.515307952186884	38	1501	1.205698421360164	0.028878957017121013	9.948675348438045e-06	Tuftelin-interacting protein 11	
HyS0001.126	4280.148294971804	39.75742514392364	70	342	2.3702964709119607	0.1285460206131064	0.005388099914644096	Torsin family 1 member B	
HyS0001.127	4728.342165690604	37.82652231332374	70	280	2.50602407784598	0.04657813322123854	4.0048124088198376e-05	Small subunit ribosomal protein S2	MRPS2
HyS0001.130	1646.6737878846284	1.353118892359982	3	99	1.2694821525901987	0.039268974901723624	4.036921688456787e-06	Leucine-rich repeat and IQ domain-containing protein 3	
HyS0001.131	1053.3955597612298	45.79525831393705	75	6042	1.0304939771489356	0.036104760618323975	1.1505836597973139e-05	Cytosolic carboxypeptidase	AGBL4
HyS0001.136	3080.218547365272	40.01257650126942	66	622	1.8431860052078501	0.03980826076880947	1.0402713612239373e-05	ATP-binding cassette sub-family F member	ABCF1
HyS0001.137	1598.1125853369813	2.7182804067726987	8	277	1.247870575246794	0.03501300404138864	0.0034324485032739714	SUN domain-containing ossification factor	
HyS0001.139	4326.709297092291	42.062326851358854	83	397	2.33970140548731	0.035879109966330765	8.79184119067479e-05	Collagen type XI alpha 2 chain	COL11A2
HyS0001.144	1.977453066251387e-08	0.4911201209779994	1	12594	0.5921678276613415	0.0040902401423213676	1.890007181754123e-08	Transmembrane protein	
HyS0001.145	429.74004899714794	23.243294334486677	51	24563	0.7957252193216757	0.0638285716384544	2.8377217927088275e-06	Non-specific serine/threonine protein kinase	
HyS0001.148	510.7920337823278	58.331036177721316	89	30508	0.915554248457217	0.22874925914142472	1.63799665397883e-05	Non-specific serine/threonine protein kinase	STK38L
HyS0001.151	662.5378118045617	56.29718218933734	99	20157	1.0029356091938957	0.2790902929275228	0.0001314610242007342	Phosphodiesterase	
HyS0001.153	205.02903350237628	28.763368756670843	59	125421	0.7104258050512531	0.07247938458772375	5.8909404477216954e-06	Fatty acid oxidation complex subunit alpha	
HyS0001.159	586.5184139973497	13.603733149929159	23	5918	0.8513253816831702	0.05032038347368328	0.0024106421589071485	Multiple ankyrin repeats single kh domain	MTPN
HyS0001.160	5727.168320463626	54.56396213020072	84	229	2.9250145595442563	0.08327524981306005	0.0005674478942159452	MORN repeat-containing protein 5	MORN5
HyS0001.161	164.4147755171432	3.5241153087671644	9	28683	0.65809604872672	0.004396453419603896	9.103736293227843e-07	ATP-dependent RNA helicase vasa	
HyS0001.162	2269.11886227358	31.16142583058177	66	1144	1.5057386709510001	0.015266071225119918	5.414612725039548e-06	Negative elongation factor complex member B	
HyS0001.164	1907.4539960935172	6.816538498193036	17	416	1.3555519060865553	0.004849389118346719	6.570821229853218e-06	ETS translocation variant 2 (inferred by orthology to a human protein)	
HyS0001.169	715.6278235224639	1.112004218661722	2	332	0.877104406589916	0.0016099518932798159	1.3387460799739456e-07	Thyroid hormone receptor interactor 10	
HyS0001.170	2580.428449906312	33.02851505111014	77	1025	1.639696784979856	0.03304475713742137	0.0005841867249081532	TFIIH basal transcription factor complex helicase XPD subunit	
HyS0001.171	1219.8949078894261	58.00587723555853	92	5531	1.128554911991272	0.09546527353427937	1.7693116672927275e-05	trans-3-hydroxy-L-proline dehydratase	
HyS0001.172	3547.8287308584054	26.391191564255728	54	384	2.0311910623355285	0.04162062322019077	3.1984273269886094e-05	Epididymis secretory sperm binding protein	KIF14
HyS0001.173	1761.1707453586012	19.95350330318112	38	1094	1.299757389788382	0.009976104596404436	8.78104423612901e-05	DNA-binding protein of the nucleobindin family	
HyS0001.174	89.54191841930003	15.650984564527702	33	363640	0.6346462772003676	0.016659352762546605	2.6434248951509567e-06	Major facilitator transporter	SLC15A4
HyS0001.175	2760.448171474537	2.034777959362283	4	47	1.695475170895266	0.002445067976816302	8.138869275340334e-07	LOW QUALITY PROTEIN: kinesin-like protein KIF23	KIF23
HyS0001.178	521.7802402745407	41.2709148933778	69	22647	0.8209108930676832	0.041879442782634294	0.00013461415353527027	Exosome complex component CSL	EXOSC1
HyS0001.179	433.2719771956206	14.695575359839067	27	12821	0.7911162776899653	0.05246587153275153	2.8744967941021373e-05	L-threonine dehydratase catabolic TdcB	
HyS0001.180	1143.5680801385972	52.54275927966766	100	6836	1.1975932665245468	0.2833308866014459	3.3228517079791054e-05	Cation-transporting ATPase	
HyS0001.182	2352.5560969075063	40.73494805584031	69	1115	1.5398779331525767	0.016704914985102733	9.447237348850767e-05	Prohibitins and stomatins of the pid superfamily	
HyS0001.194	1331.7401085812423	41.79558649281024	82	4114	1.1634371313575098	0.07684637095501526	0.0006255659427421633	Serine/threonine-protein kinase-transforming protein mos	MOS
HyS0001.197	271.0833879918915	36.109651048707235	68	82572	0.7055929423730749	0.01350531191837432	8.859297899405266e-05	Sea star regeneration-associated protease SRAP	
HyS0001.199	2248.795875509859	24.495011699883275	56	990	1.5015578977322468	0.02271597761655638	3.969576420377546e-06	Potassium voltage-gated channel subfamily D member 3	KCNA6
HyS0001.200	2855.5481530515563	28.574116033218175	91	964	1.7387214232462938	0.012235787229902461	0.0008597396911427322	A disintegrin and metalloproteinase with thrombospondin motifs 16	
HyS0001.203	2624.8617068471194	59.48187074786331	99	1286	1.6962613065842285	0.10618893422840246	0.0018244352163577923	NADPH-dependent diflavin oxidoreductase 1	NDOR1
HyS0001.204	4612.456690424896	41.2553026604288	82	342	2.4552900501147326	0.0383154222304634	1.0008131438600565e-05	ATP-binding cassette sub-family A member 2	ABCA2
HyS0001.207	831.4149463285087	39.97994863141764	72	9302	0.9485467349063839	0.04901862437812859	4.427272861580785e-05	CDP-alcohol phosphatidyltransferase	
HyS0001.208	259.299480938676	33.98306446098855	60	79489	0.7018519781826515	0.015343703473596043	1.1483087636857634e-06	Zinc-binding alcohol dehydrogenase domain-containing protein 2	ZADH2
HyS0001.209	3.3716797812636094e-13	0.5051179781813634	1	52	0.5900000000000001	0.0	0.0	Archaemetzincin-2	
HyS0001.211	556.9998665312879	9.767748399688303	28	8008	0.8196491562236758	0.012922091889687104	2.5045481322622304e-05	tRNA-splicing endonuclease positive effector	
HyS0001.212	2225.1190252351553	2.9672452839380474	6	107	1.4845534336163597	0.008500227152267737	3.51565797782949e-05	Leucine-rich repeat-containing protein 74A	
HyS0001.213	1.6778583843561694e-12	0.4561555151560906	1	116	0.6140435842427969	0.045361856740323295	9.00085212496229e-05	Mitoguardin 1	
HyS0001.214	3501.235485653975	7.263122264229743	20	145	2.0109512517180645	0.038597570558449555	1.72530248190666e-05	Activating molecule in BECN1-regulated autophagy protein 1	AMBRA1
HyS0001.215	144.00147169486817	2.174289817388168	4	17257	0.7553876013914618	0.203370699050288	2.7110843094893093e-05	Hexosyltransferase	
HyS0001.216	834.6698200566483	39.469873269050936	71	9102	0.950463719363702	0.05017902900790182	4.5298342738026266e-05	CDP-alcohol phosphatidyltransferase	
HyS0001.218	1829.32315061429	16.558432315652794	37	989	1.3519708469753706	0.057057685412211026	5.067305913898187e-05	Activating molecule in BECN1-regulated autophagy protein 1	
HyS0001.220	1418.474068146589	0.9865492545830299	2	89	1.1646944221677051	0.01378261040647421	5.696819173169073e-07	Activating molecule in BECN1-regulated autophagy protein 1	
HyS0001.221	3.708802610102873e-08	0.5385548069221994	1	17248	0.6953163282248384	0.19870967741935483	9.958887256019388e-06	Hexosyltransferase	
HyS0001.222	3.708802610102873e-08	0.5199169221453839	1	17248	0.721306554652468	0.24774774774774774	1.2416566318235241e-05	Hexosyltransferase	
HyS0001.224	3427.420226412705	33.21557684379378	79	600	1.9860517156167423	0.04730406466249286	0.000623539026955276	epithelial discoidin domain-containing receptor 1	
HyS0001.225	2.107270496185854e-10	0.3154627652951053	1	1300	0.5928920605507676	0.005456716598394727	3.7676703844980185e-08	Ankyrin repeat protein, putative	
HyS0001.228	1478.8441617362403	65.16364690694586	91	3724	1.3381273497299422	0.2954506764000174	4.132717184662802e-05	RuvB-like helicase	RUVBL2
HyS0001.229	7.980304679431666e-13	0.6237051166432038	1	80	0.6088927695428226	0.03564633616003479	1.0568900191634192e-05	Bcl-2-related ovarian killer protein	
HyS0001.231	2.1398426658011783e-12	0.5534903506426805	1	131	0.5910284353061707	0.0019404382352748626	1.520737077700726e-07	Vesicular inhibitory amino acid transporter	
HyS0001.232	509.3386323023042	37.954000262171306	85	29240	0.8261710272906834	0.061185254473918996	0.0003694749292352154	GTP:AMP phosphotransferase, mitochondrial	AK1
HyS0001.237	947.1222049281826	50.87538166007762	100	9963	1.1247446040479583	0.2941121788870831	0.0008133633265682582	Sodium/hydrogen exchanger	
HyS0001.238	946.3035436988163	49.20173574659687	100	9963	1.1203968692285406	0.2865275546906291	0.0007923881490338214	Sodium/hydrogen exchanger	
HyS0001.239	5065.349934404472	53.87721986725433	90	314	2.6500629764359904	0.06400428479336394	3.6586685926810615e-05	Tubulin delta chain	TUBD1
HyS0001.242	2.0750027735482984e-12	0.39284074781132383	1	129	0.5930791443803403	0.005809706301944091	2.0154592155700154e-09	Galactose-3-O-sulfotransferase 3	
HyS0001.244	3375.319883161939	55.31134226950765	90	707	1.9643555972199636	0.04570802923471364	0.00011942303948409893	Ring finger and WD repeat domain 2	COP1
HyS0001.245	3084.1882394416707	54.06924561077095	89	837	1.8557145865380917	0.0604414233786261	0.00026681853758755915	Mitogen-activated protein kinase organizer 1	WDR83
HyS0001.247	681.5006548927045	44.79101355854252	89	17097	0.8972879214008511	0.06544179332073632	0.0001754491889518947	General transcription factor IIH subunit	GTF2H1
HyS0001.248	3295.3588986271334	30.474718167902143	79	649	1.9220247811259443	0.026190481197906488	1.3332010017804993e-05	SET binding factor 2	
HyS0001.249	1450.474765710747	2.2624097342092986	6	254	1.1725778648125145	0.004505557181254605	6.611075399902515e-07	Nucleolar and coiled-body phosphoprotein 1	
HyS0001.253	4307.62305340169	18.73602352982249	28	135	2.337464316566949	0.04605058144220909	0.0004143520950901567	Ribosomal protein L7a	RPL7A
HyS0001.254	2926.4462312027426	42.07902778782227	70	731	1.7937251661272873	0.06253951381580523	3.656619066819167e-05	Mediator of RNA polymerase II transcription subunit	MED22
HyS0001.255	5654.7047211247655	29.29604720734619	50	140	2.8626494855812457	0.02029440690509597	0.0005780735819355977	Superkiller viralicidic activity 2 (S. cerevisiae homolog)-like	SKIV2L
HyS0001.256	3379.4535687165962	12.658416523738781	26	203	1.94597847085863	0.00791740624210792	4.090318371496598e-05	O-acetyltransferase family protein isoform 2	
HyS0001.257	1063.7313762644565	46.863255627209014	79	6242	1.0286822892957483	0.024826886038077835	0.0015744594892239188	G-protein chaperone required for conversion of methylmalonyl-CoA to succinyl-CoA	MMAA
HyS0001.258	1454.6357796304108	51.72652993209597	73	3087	1.1888299046751094	0.03202808648770068	3.5349223187233895e-05	78 kDa glucose-regulated protein precursor	HSPA5
HyS0001.260	1230.790461429842	16.951980802757728	26	1536	1.0882962096730409	0.011282539840943519	1.3949270202007514e-05	Dynamin GTPase	
HyS0001.262	6033.916634320384	24.4106512405667	37	91	3.0183148902352444	0.02782615492891428	1.871973830791163e-05	Kelch like family member 20	KLHL20
HyS0001.263	78.65158325206396	2.888817527822806	5	72306	0.6715249731950671	0.09446094685456388	1.903066131200991e-06	Glutathione S-transferase	
HyS0001.264	1494.6820161837875	1.630703408551012	3	120	1.214096121392433	0.04947072675977522	0.00019148681184908185	Tctex1 domain-containing protein 1	
HyS0001.269	600.0718676376674	28.066514767187353	65	16094	0.8418373600818754	0.022280265669171843	3.611107368480303e-06	Hemocyte protein-glutamine gamma-glutamyltransferase	
HyS0001.272	3294.984229780415	43.69297119074017	92	755	1.9704396654449456	0.11782256218908103	7.786283377801562e-07	Alpha-tubulin N-acetyltransferase	ATAT1
HyS0001.273	3292.578024556042	46.99931449019767	84	693	1.923325847287094	0.030744187252075263	1.0911053867544658e-05	LOW QUALITY PROTEIN: choline transporter-like protein 4	SLC44A2
HyS0001.275	1436.1792326413804	13.165753330867183	36	1545	1.1921113389582847	0.05214949401969499	2.0703564705412604e-05	RING finger protein 38	
HyS0001.276	2097.7218308455795	14.778238868827218	38	748	1.4448301800858658	0.029700309638795382	1.4181953630824042e-05	Soluble adenylyl cyclase	
HyS0001.281	3958.952750277919	29.194301184264173	56	319	2.1886426557882204	0.028414544939661217	9.234295160554617e-05	NPC intracellular cholesterol transporter 1	NPC1
HyS0001.284	4112.773346094459	14.427257711666542	34	180	2.321169988653292	0.1623516750276153	0.0007131225436177517	Leucine-rich repeat-containing protein 42	LRRC42
HyS0001.286	1.246923580831806e-14	0.5661050583970717	1	5	0.6560832159146742	0.1246852970795569	4.231254561968614e-07	7 transmembrane protein	
HyS0001.288	873.5453316883171	31.407018149039796	53	6211	0.9517215842537079	0.023213786169573147	7.245425363270628e-06	DnaJ domain containing protein 5	
HyS0001.289	2.1073007810117526e-14	0.5896559472116668	1	13	0.6178033823676498	0.05245918596031513	6.904341400409994e-07	F-box/LRR-repeat protein 12 (Fragment)	
HyS0001.292	3861.231705937927	1.2972532537232946	2	12	2.135530913224229	0.001958920298824448	1.5453406217914158e-07	Putative receptor targeting protein lin-7	
HyS0001.293	1.246923580831806e-14	0.5286719129552333	1	10	0.6140758350071623	0.04542610080782797	7.895067836422102e-08	Glutamate receptor 3.1	
HyS0001.295	256.6617892706138	2.768565852728207	10	13368	0.6936842008547922	0.0019235148024958602	1.1150611932810022e-06	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA	
HyS0001.297	848.8393570136695	54.20514368523487	100	12404	0.9346552963367302	0.009659534639712414	8.610740683917477e-09	Glutathione-specific gamma-glutamylcyclotransferase 2	CHAC2
HyS0001.303	2931.526792365896	22.501211030033264	44	457	1.773611420714074	0.020719770660622288	0.0009612658792826016	Peter pan	PPAN
HyS0001.304	3603.6547694345245	47.45572406450452	82	565	2.0502654241897886	0.03547748026253582	2.2593841744955234e-05	Kynurenine--oxoglutarate transaminase	
HyS0001.305	4230.496401665976	20.79012169709576	77	381	2.3142299960187875	0.060428463817286865	0.00021747646175535412	LOW QUALITY PROTEIN: vacuolar protein sorting-associated protein 13B	VPS13B
HyS0001.306	2.87291071117418e-13	0.4891055101033449	1	48	0.5924630788715987	0.004647285206045154	8.856197334608673e-07	Protein-associating with the carboxyl-terminal domain of ezrin (Fragment)	
HyS0001.309	895.5280500420653	4.230983243872505	8	888	0.9550030890433664	0.012814692828891134	4.091361400134093e-06	Ankyrin repeat domain-containing protein 50	
HyS0001.310	5060.521179405548	42.780687611236665	86	300	2.66081615735515	0.08772665460229563	0.00562793268569008	LOW QUALITY PROTEIN: L-fucose kinase	FUK
HyS0001.312	462.17681457912846	41.87353473947276	61	25518	0.7898464478775805	0.02825525112895703	2.194737909146336e-05	Histone-lysine N-methyltransferase	RAB41
HyS0001.313	4126.323097154407	50.980694217399254	82	431	2.2654842549536687	0.04708422989916251	1.871226747273293e-05	Ubiquitin like modifier activating enzyme 2	UBA2
HyS0001.314	3843.971007606147	23.899869131733663	62	374	2.1435625266882483	0.03013801717275891	4.8727211354993e-05	Nuclear factor	NFRKB
HyS0001.315	1694.6567497115361	53.09248788690414	100	3104	1.421732125889047	0.29031742593454063	5.951295630035673e-05	Angiotensin-converting enzyme	ACE
HyS0001.318	5188.353281367459	50.50345042055398	87	289	2.702823081666832	0.07070435775395886	0.0004229755124987433	Programmed cell death protein 10	PDCD10
HyS0001.320	5224.156377607312	43.120338317294355	72	236	2.711105606788861	0.05930889470215462	0.0004670776897027224	LOW QUALITY PROTEIN: intraflagellar transport protein 46 homolog	IFT46
HyS0001.323	1592.1788026816926	45.651218534696994	97	3407	1.3573568053266063	0.246197037064359	4.2730490951052774e-05	Angiotensin-converting enzyme	ACE
HyS0001.324	2004.4016503376704	51.1951912761028	100	2222	1.5523651882346325	0.3030250437584563	6.274537912438217e-05	Angiotensin-converting enzyme	ACE
HyS0001.334	3612.159383094401	36.51335521339821	64	438	2.0388077123357933	0.0074413027966519565	3.4307903585745905e-06	WD domain and G-beta repeat containing protein, putative (Fragment)	ATG16L1
HyS0001.335	1036.5889539069933	13.809151012811354	30	2449	1.0107491684306922	0.011529822401313337	0.00013904975994702602	p-loop containing nucleoside triphosphate hydrolase	
HyS0001.336	490.0080756388771	1.2356725375600361	3	1117	0.7870080581080663	0.0018959005016896202	2.9330997851802936e-08	Oocyte zinc finger protein 6	
HyS0001.337	4232.087530877237	0.7451653038396406	2	5	2.2849016291754216	0.003899247041950519	7.946146431116543e-07	tissue-type plasminogen activator isoform X1	PLAT
HyS0001.338	2715.796250810443	25.58325906094672	53	638	1.6982932243469118	0.041457913153711654	0.00010150256338320062	Integrator complex subunit	INTS4
HyS0001.339	2022.1308207224972	20.704689886844452	66	1369	1.4235946493429492	0.046675840320253424	0.00020628421079530647	Laminin subunit alpha	
HyS0001.340	1884.9468645954162	24.66690940206593	64	1565	1.373820245105207	0.056296164103831495	0.00022661460049236643	Laminin subunit alpha	
HyS0001.341	4441.209407531491	50.76373237649154	82	372	2.3879391269959758	0.04047862244925494	8.470426371006645e-05	Very long-chain specific acyl-CoA dehydrogenaseserine-threonine	ACADVL
HyS0001.343	2138.217499156692	63.664993516410476	100	1957	1.490675215267029	0.08563791134463249	6.129584858353676e-06	Succinate-CoA ligase subunit beta	SUCLA2
HyS0001.344	3.3129456017811996e-12	0.5192318949097783	1	163	0.5900000000000013	0.0	0.0	Glypican-6	
HyS0001.346	214.80265751787041	24.56750057289033	46	88202	0.7000859165222753	0.04559099799213853	8.122896468330015e-05	Serine/threonine protein kinase	LRRC40
HyS0001.347	3273.4843717235603	27.947006277490996	48	401	1.9161652346609102	0.03163905500569392	0.00013934092340798978	neuron-specific calcium-binding protein hippocalcin	HPCAL4
HyS0001.348	177.7591456515333	10.398844280474954	20	56475	0.6618904478707517	0.0014845023650075235	1.6783422398495483e-07	ATP-dependent Clp protease proteolytic subunit	
HyS0001.349	1155.9141738705316	1.658327823442887	6	400	1.0591745169032454	0.012829859433694336	0.0004510927587374439	EGF-like repeat and discoidin I-like domain-containing protein 3	
HyS0001.355	2921.843626845435	62.51605239187929	100	1048	1.9325059853444073	0.3278647829158132	9.98304262220839e-06	Alkylglycerone-phosphate synthase	AGPS
HyS0001.363	863.5711571344777	0.8206052149286625	2	240	0.9366137564869517	0.002236292522755257	2.9298050158559293e-06	Thrombospondin-related anonymous protein, putative	
HyS0001.365	402.57815284362357	54.242979284724626	77	42494	0.7730920305780453	0.04161917180750636	0.0001304191308740476	Eukaryotic translation initiation factor 4A	
HyS0001.369	1770.2022188380429	10.787394175369197	28	788	1.3003696777209337	0.004317798687087627	1.7844078012198685e-05	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1	
